record_id,machine_serial,machine_type_class,ambient_temp_k,engine_temp_k,rpm_speed,torque_nm,operating_hours_wear,failure_flag,TWF,HDF,PWF,OSF,RNF,worker_x,worker_y,worker_z,machine_x,machine_y,machine_z,distance_3d,worker_speed,machine_speed,relative_speed,direction_worker,direction_machine,ttc,in_restricted_zone,machine_status,risk_level
25,M14884,M,299.0,309.4,1561,37.3,70,0,0,0,0,0,0,228.03499210851797,220.82464330112563,-401.89405393218783,46.6053449313179,71.99706232819092,-501.5986714496824,254.96544175124717,1.7918368959631992,7.805,9.596836895963198,4,4,26.56765395882632,0,3,0
26,L47205,L,299.0,309.5,1861,23.3,73,0,0,0,0,0,0,392.5879806965068,45.64436607585496,-510.9318664350168,290.62516795213094,221.55950426164986,-614.8723716211639,228.35538015125337,0.8006389103616267,9.305,10.105638910361627,3,2,22.59682759069429,0,1,0
27,L47206,L,299.1,309.5,1512,39.0,75,0,0,0,0,0,0,99.83689107917986,273.66888659988,-688.1826734534626,101.66759218031584,277.3548843439893,-689.4150756086073,4.296144895517875,0.9769653995389187,7.5600000000000005,8.53696539953892,4,0,0.503240284393083,1,0,2
28,H29441,H,299.1,309.4,1811,24.6,77,0,0,0,0,0,0,257.1172192068058,267.83878187696575,-783.3956277933905,128.68756417016047,160.9121476169021,-468.6083736063021,356.3965443234036,0.912373709263546,9.055,9.967373709263546,6,0,35.75631402203504,0,0,0
29,L47208,L,299.1,309.4,1439,44.2,82,0,0,0,0,0,0,296.2072844310212,196.1703439107772,-635.8739918092306,251.0690069897285,211.91293158281664,-107.99930432929602,530.0348845491375,0.8280370267296114,7.195,8.023037026729611,7,3,66.0641204550433,0,3,0
30,L47209,L,299.0,309.4,1693,30.1,84,0,0,0,0,0,0,23.22520635999886,201.67024494018153,-719.396447023489,41.10858989462632,197.72027650386153,-717.8065038296268,18.383296131385627,0.46279750914222473,8.465,8.927797509142225,5,0,2.0591076480577435,0,1,2
31,M14890,M,299.1,309.5,1339,48.2,86,0,0,0,0,0,0,303.7724259507192,1.601742590906563,-210.91622686082042,385.6328118072986,11.024435116825549,-655.1672592006812,451.8283851663794,1.0894173811511545,6.695,7.784417381151155,3,6,58.042672051529095,0,2,0
32,L47211,L,299.0,309.4,1798,25.5,89,0,0,0,0,0,0,85.26206184364577,295.4614698340806,-715.626531639586,66.90365866700024,283.7977948391282,-714.573072421686,21.775721754006813,0.7857972287456162,8.99,9.775797228745617,0,1,2.2275136487053517,0,1,2
33,L47212,L,299.0,309.4,1419,48.3,91,0,0,0,0,0,0,32.525796492639756,263.3497810727443,-256.82882201987286,268.743443983497,107.51498744992976,-684.6281466474013,512.9283790563255,0.33294547980929395,7.095,7.427945479809294,2,2,69.05386966699902,0,0,0
34,L47213,L,298.9,309.3,1665,32.5,93,0,0,0,0,0,0,474.44276862666663,268.5318677190276,-510.75598266793804,177.21829626131213,54.83515356911541,-136.03780167236243,523.8534029477767,0.8484870025216467,8.325000000000001,9.173487002521648,0,7,57.105155629890525,0,1,0
35,M14894,M,298.8,309.1,1559,34.7,95,0,0,0,0,0,0,482.81601653727967,197.7733611152616,-744.966207692168,347.45446014413073,190.488080863417,-482.110239287011,295.75173099026233,0.8923715620543571,7.795000000000001,8.687371562054357,1,6,34.043868030472964,0,1,0
36,M14895,M,298.8,309.2,1452,48.6,98,0,0,0,0,0,0,404.19867405823055,103.43607859636096,-190.45246292631066,141.88988105581706,83.06628507925205,-87.74456782024629,282.435378611517,1.148091021735745,7.26,8.408091021735745,5,3,33.590904032959884,0,1,0
37,M14896,M,298.9,309.2,1581,36.7,101,0,0,0,0,0,0,152.30688458668536,268.0945947271442,-365.27707232254,371.86181481372523,253.72530761618407,-303.22782671269493,228.60654557520533,0.39557591863501734,7.905,8.300575918635017,0,1,27.541046285954383,0,3,0
38,L47217,L,298.8,309.1,1439,39.2,104,0,0,0,0,0,0,48.83605700319193,87.4550784453577,-623.1788653523201,35.509200551714486,80.89800421136316,-623.748713335408,14.8635477633111,0.765197876544571,7.195,7.960197876544571,7,4,1.8672334524632688,1,3,2
39,H29452,H,298.9,309.2,1379,50.7,106,0,0,0,0,0,0,342.11651325607846,168.81346300266085,-128.98911925049902,336.78805949138274,151.60330029654702,-125.91643958031719,18.276309262237827,0.5957371474511276,6.895,7.490737147451127,7,7,2.439854570048117,0,1,2
40,L47219,L,298.8,309.1,1350,52.5,111,0,0,0,0,0,0,220.07624686980066,29.919291703164717,-766.0562645970864,228.83870550685788,28.44007409227891,-767.712295436426,9.039424995393077,0.5502132783354413,6.75,7.300213278335441,7,2,1.2382412199132629,1,3,2
41,L47220,L,298.8,309.1,1362,45.4,113,0,0,0,0,0,0,61.019117422389414,276.58668903982505,-648.6352938516778,454.29298858208347,248.50891844331693,-657.8399332926214,394.38233267457554,0.8675012898928538,6.8100000000000005,7.677501289892854,2,6,51.36857914876097,0,3,0
42,L47221,L,298.8,309.1,1368,50.8,115,0,0,0,0,0,0,247.58845505563508,42.231137331363996,-235.96480414560426,250.4100924417734,61.731436558366774,-238.15332582422667,19.824553831531716,0.6664534913984178,6.84,7.5064534913984176,5,5,2.6410013536017383,0,3,2
43,M14902,M,298.8,309.1,1368,49.1,117,0,0,0,0,0,0,17.194260557609198,67.46904171912217,-267.9665522675831,446.8810887039873,218.50537470186362,-590.0767561056277,557.8509904803929,0.9511392523252242,6.84,7.791139252325224,7,3,71.60069566384726,0,2,0
44,H29457,H,298.8,309.2,1372,48.5,120,0,0,0,0,0,0,454.66020103939104,167.4402474384645,-583.0462297066415,76.54490642740214,184.26430097107516,-286.96220135035196,480.54133708190744,0.5321298436787884,6.859999999999999,7.392129843678788,1,3,65.00715588658544,0,1,0
45,M14904,M,298.8,309.1,1472,47.5,125,0,0,0,0,0,0,129.38999080000846,229.22790006389445,-753.4813434854127,21.517578460974295,110.04701975913977,-390.13149810245295,397.3205880820671,0.7574545316796051,7.359999999999999,8.117454531679604,5,2,48.94645070464675,0,1,0
46,L47225,L,298.8,309.1,1489,49.1,128,0,0,0,0,0,0,331.261142176991,185.8053917808897,-156.44144583129219,266.56662495180717,126.78012796096708,-441.0720568616878,297.7985007745127,0.885993212311234,7.445,8.330993212311235,4,6,35.74585804900634,0,0,0
47,M14906,M,298.7,309.0,1843,25.8,130,0,0,0,0,0,0,155.85553804470547,69.64017384004684,-564.7267714475731,137.93504418527138,74.04974221561815,-561.3856779851108,18.755033962906126,0.9255238943613394,9.215,10.140523894361339,4,0,1.8495133149220135,0,1,2
48,L47227,L,298.8,309.1,1418,46.3,133,0,0,0,0,0,0,260.0340105889054,0.28291275824710027,-653.214938803801,354.86822372095367,51.86139978392782,-512.2784418331582,177.53017907552808,0.8562659983616512,7.09,7.9462659983616515,4,2,22.34133354107841,0,2,0
49,H29462,H,298.8,309.2,1425,53.9,135,0,0,0,0,0,0,273.35513967163985,227.14517409223177,-412.9536332292672,152.5712017918156,248.34438643357683,-572.5874756079367,201.29860875383255,0.7873485568431176,7.125,7.912348556843117,7,7,25.441069400277662,0,0,0
50,M14909,M,298.9,309.2,1412,44.1,140,0,0,0,0,0,0,92.42722776276352,295.56219777332814,-117.32960053816453,334.385676403555,281.60106612086815,-352.0970780312453,337.42343213555876,0.6266320325313147,7.0600000000000005,7.686632032531315,2,3,43.897435275621035,0,0,0
51,L47230,L,298.9,309.1,2861,4.6,143,1,0,0,1,0,0,484.7923138822793,242.9739360918271,-767.3400666174684,469.9490495234217,254.35031014680226,-770.5921610719726,18.982110046216153,1.276432847660108,14.305,15.581432847660107,6,5,1.2182518919668375,0,2,2
52,L47231,L,298.9,309.1,1383,54.9,145,0,0,0,0,0,0,387.5664116805573,138.0619854469846,-225.64693397683425,235.30981033024244,6.736704316740694,-295.8759357642542,212.98008078396379,0.8642363734648161,6.915,7.7792363734648164,1,3,27.378018941607756,0,1,0
53,H29466,H,298.8,309.0,1497,43.8,147,0,0,0,0,0,0,469.74947078209453,271.130178419732,-370.6450790459683,118.62784170666451,42.810052377655964,-232.2913667167386,441.0875514857936,0.45964425619976934,7.485,7.944644256199769,6,5,55.52011358363613,0,1,0
54,L47233,L,298.7,309.0,1565,35.1,152,0,0,0,0,0,0,447.41367521382443,122.954301935505,-480.9131625861373,24.599075781115587,227.9707815816763,-309.3165941049234,468.23715017632327,0.21076401195320138,7.824999999999999,8.035764011953201,1,6,58.2691514434496,0,1,0
55,L47234,L,298.7,309.0,1691,30.1,154,0,0,0,0,0,0,298.94998940554257,157.48022527304028,-241.939666921205,297.96607113446237,151.9620223600984,-240.45795513769616,5.797769257391566,1.159069290090946,8.455,9.614069290090946,7,5,0.6030504963561294,1,3,2
56,L47235,L,298.8,309.1,1512,40.7,156,0,0,0,0,0,0,460.9371175115584,143.13893021870499,-75.63168166877574,361.2302156638841,111.67486668617144,-187.1652426701006,152.8763840482804,0.413398228129101,7.5600000000000005,7.973398228129102,1,3,19.173303486705656,0,3,0
57,L47236,L,298.8,309.1,1477,42.4,158,0,0,0,0,0,0,44.24625102595975,134.2871617996575,-628.0953416279817,275.5943911333804,18.93708478308764,-557.6269938415726,267.94288615045866,0.8557669310026913,7.385,8.24076693100269,5,3,32.51431431004649,0,1,0
58,L47237,L,298.8,309.1,1513,40.3,160,0,0,0,0,0,0,97.9914312095726,232.55723078817172,-692.2644761959103,104.44755267225801,233.23180449502192,-693.528742431832,6.613238476133498,0.4417071585027052,7.5649999999999995,8.006707158502705,5,5,0.8259623269861424,1,1,2
59,M14918,M,298.8,309.0,1661,29.5,162,0,0,0,0,0,0,22.613644455269032,158.0306721808476,-115.33869108297722,204.86887657699805,181.15772058946584,-512.1200635287809,437.2496855617114,0.8430331781634208,8.305,9.14803317816342,4,6,47.797125026332125,0,1,0
60,L47239,L,298.8,309.1,1378,54.4,165,0,0,0,0,0,0,162.66516538163216,95.01513660756483,-298.28519190702224,376.0855522667959,188.55288005247422,-365.9311973425202,242.6387294690567,0.8936330968377952,6.89,7.783633096837795,6,2,31.172940251722803,0,0,0
61,L47240,L,298.8,309.1,1393,52.6,167,0,0,0,0,0,0,194.338644844741,77.4474502975435,-471.51048382852554,477.3023467816757,155.67460378332822,-799.927722001041,440.50632967666394,1.0401952926341016,6.965,8.005195292634102,3,3,55.02755567774734,0,1,0
62,M14921,M,298.8,309.0,1592,38.2,169,0,0,0,0,0,0,135.67451588694794,11.324195090230017,-370.05532230178767,146.68379510360975,15.83202819156713,-369.80088327444753,11.899139773889793,0.7725503027260688,7.959999999999999,8.732550302726068,6,0,1.3626190930930224,1,2,2
63,L47242,L,298.8,309.0,1829,22.9,172,0,0,0,0,0,0,414.36875457596466,174.9585485649138,-240.789571117817,0.7598756149862496,159.34095915495737,-572.6201440501254,530.4976371171877,0.7737107074529068,9.145,9.918710707452906,7,7,53.48453571879785,0,3,0
64,M14923,M,298.9,309.0,1812,25.9,174,0,0,0,0,0,0,178.37666334679463,68.98842462031027,-220.22607597071215,187.25422918472975,76.77351307259545,-217.1151480878265,12.210513900294785,0.47971248528596466,9.06,9.539712485285966,0,6,1.2799666571847168,1,1,2
65,L47244,L,299.0,309.1,1523,38.6,177,0,0,0,0,0,0,140.46725484369037,44.440176604914924,-110.07936438577656,103.86844212094282,297.9077234643797,-760.6629334878617,699.1739774829133,0.7235604820397188,7.615,8.33856048203972,7,5,83.8482828047901,0,3,0
66,L47245,L,299.0,309.1,1394,45.1,179,0,0,0,0,0,0,271.34804157912424,196.1489891483033,-479.867908328283,270.4410499659395,198.50372633744226,-481.6091428164273,3.0658308105641967,0.8114470964010202,6.97,7.78144709640102,3,3,0.39399237347281685,1,1,2
67,M14926,M,298.9,308.9,1679,28.7,181,0,0,0,0,0,0,70.46211248738132,204.36277734646464,-579.9418174854537,87.98640037125405,221.659791551778,-580.9032730554296,24.641667213658625,0.8123691470993281,8.395,9.207369147099328,3,5,2.6762983888206207,0,1,2
68,H29481,H,298.8,308.9,1466,44.1,184,0,0,0,0,0,0,401.09849037701986,225.6464676772998,-320.2517999076186,76.53453044063136,156.5608600310413,-791.5445837404834,576.3952405826872,0.7495704738634329,7.33,8.079570473863432,7,4,71.33983699347208,0,1,0
69,L47248,L,298.8,308.9,1527,32.4,189,0,0,0,0,0,0,37.275321839885414,151.07306890157744,-488.2040755403522,457.8393470027281,54.713514777606996,-208.8063839593692,514.0256151136097,0.4776728560541687,7.635,8.112672856054168,2,5,63.36082130194768,0,1,0
70,L47249,L,298.9,309.0,1410,65.7,191,1,0,0,1,1,0,493.44346830025864,268.216381561166,-354.0511595382666,474.7436730681855,274.59719867511194,-353.5741014047546,19.764229133104106,0.4112886655456441,7.05,7.461288665545644,6,3,2.6489028931919427,0,1,2
71,M14930,M,298.9,309.0,1924,22.6,193,0,0,0,0,0,0,386.1223846483287,280.90282601946836,-485.0106511580374,393.02311624813865,274.7404894501072,-484.3954704416734,9.272159183301785,1.2522650172777419,9.62,10.87226501727774,0,5,0.8528268183830016,1,1,2
72,L47251,L,298.9,309.1,1452,45.5,196,0,0,0,0,0,0,99.3578407670862,242.21128193774683,-685.2531599913691,92.25942711254314,251.7224446631357,-682.1846605633023,12.25827808217273,0.976560908414685,7.26,8.236560908414685,3,1,1.488276262201783,1,1,2
73,L47252,L,298.9,309.1,1369,44.4,198,0,0,0,0,0,0,2.7610585618011996,190.67804460245617,-447.9299362557812,270.90100264121986,204.4184708236745,-314.17086622756403,299.9655275835342,1.5076370060382174,6.845,8.352637006038217,7,0,35.912673730067006,0,1,0
74,L47253,L,299.0,309.1,1592,35.0,200,0,0,0,0,0,0,407.7307142274171,91.1162860773566,-281.8116335442254,291.1150278385385,47.840057829382374,-729.2855609274014,464.4404869636625,0.920391471117695,7.959999999999999,8.880391471117694,3,6,52.299551036031936,0,1,0
75,L47254,L,298.9,309.0,1601,32.3,202,0,0,0,0,0,0,353.42867192380857,294.88347648606634,-200.5371442492626,430.0576268747842,89.79558225679378,-657.139009883574,506.3776306246255,0.9997806209516943,8.004999999999999,9.004780620951694,4,4,56.23431063344525,0,2,0
76,L47255,L,298.8,308.9,1379,46.7,204,0,0,0,0,0,0,364.50358402049363,82.2408501575815,-430.0052924025899,100.05981972533668,221.64294644879095,-446.5219650603517,299.39313519294296,0.5283570992777719,6.895,7.423357099277771,3,1,40.33123170405898,0,2,0
77,L47256,L,298.8,308.9,1461,47.9,206,0,0,0,0,0,0,385.63517334297285,60.79707659712932,-676.0715823421993,341.85698433792646,49.07699879455526,-469.6109336661739,211.3761800865584,1.2405937218151226,7.305,8.545593721815122,3,7,24.73510758497201,0,1,0
78,L47257,L,298.8,308.9,1455,41.3,208,1,1,0,0,0,0,37.02232586704518,132.64623413597482,-488.98421776292633,48.783116463397434,132.32657722717047,-485.695046478219,12.216260627980116,0.24595651227746995,7.2749999999999995,7.520956512277469,5,5,1.6242961394654882,1,1,2
79,L47258,L,298.8,308.9,1398,51.5,0,0,0,0,0,0,0,179.2328642721363,17.052171213716537,-210.27955336872628,229.5819873945219,176.75259186441377,-146.91573919522796,179.03695568741222,0.9936731893624141,6.99,7.983673189362414,2,7,22.42538634045845,0,1,0
80,L47259,L,298.8,308.9,1402,37.9,2,0,0,0,0,0,0,57.93452976256486,293.54833940153725,-490.3555470371954,317.91943447425245,49.307361949012176,-586.8085788573517,369.52536190660885,0.8333751660355294,7.01,7.843375166035529,5,7,47.11305453126593,0,1,0
81,H29494,H,298.8,308.8,1445,49.9,4,0,0,0,0,0,0,431.55171293779676,176.53006692492744,-277.6019047968333,6.250830573392152,82.4344337000326,-479.4920555056188,480.09838750526046,1.2377188312418728,7.2250000000000005,8.462718831241872,6,0,56.73098646889676,0,1,0
82,L47261,L,298.9,308.9,1450,47.5,9,0,0,0,0,0,0,311.64906341377895,167.08562749925258,-419.58973874143265,54.03313200367155,181.9391765202986,-546.9842397588644,287.7776136607888,0.7607595980219319,7.25,8.010759598021933,6,3,35.923885886158494,0,1,0
83,L47262,L,298.9,308.9,1453,40.8,11,0,0,0,0,0,0,165.4490124263246,196.73888396991597,-619.0826561679525,45.633384712386146,138.35955227433712,-53.402184891238676,581.1697915390583,0.811526974733339,7.265,8.076526974733339,4,3,71.95788404560447,0,0,0
84,L47263,L,299.0,309.0,1469,40.1,13,0,0,0,0,0,0,31.779175143011816,149.107094333162,-202.88711898269423,187.34630380057237,197.99440024036508,-540.0133251820523,374.4932297171667,0.22043622162174947,7.345,7.5654362216217494,6,3,49.500546795554,0,1,0
85,L47264,L,298.9,308.9,1422,47.6,15,0,0,0,0,0,0,155.4911608578311,9.619055128362476,-736.8399094469847,311.0044784392239,256.4150643080903,-601.5798662032248,321.53995302374983,0.23220400705042565,7.109999999999999,7.342204007050425,4,7,43.79338311969919,0,2,0
86,M14945,M,299.0,309.0,1804,26.8,17,0,0,0,0,0,0,162.5916610133735,183.69338665211902,-406.3322879336371,155.74703900088116,199.24778661524175,-405.76795369321604,17.003137411713137,0.9108034346285664,9.020000000000001,9.930803434628567,7,3,1.712161309368328,0,1,2
87,H29500,H,299.0,309.0,1436,43.9,20,0,0,0,0,0,0,364.80308916903203,214.85216308692918,-643.3317243174463,127.03944267085838,21.18981419845458,-681.9651157191582,309.07797706130344,1.1416231190923587,7.180000000000001,8.32162311909236,5,0,37.14154950759349,0,3,0
88,L47267,L,299.0,309.0,1544,31.8,25,0,0,0,0,0,0,318.77873567760656,125.02471818721594,-749.7007785939683,67.97976574579472,200.01797065113604,-111.35188642176024,689.9372575614832,0.8869305381929108,7.720000000000001,8.60693053819291,3,2,80.16066290995543,0,0,0
89,M14948,M,299.0,309.0,1419,45.2,27,0,0,0,0,0,0,443.60637128816325,227.18867162135788,-422.79954718756335,207.3813241938094,231.19309410582343,-373.6104791441648,241.32524254445883,0.7594692952493932,7.095,7.854469295249393,0,5,30.72457647653155,0,2,0
90,M14949,M,298.9,308.9,1487,39.5,30,0,0,0,0,0,0,236.10746258097464,68.10038980152619,-425.3283830488073,224.95642805910717,76.24206359772478,-424.26764869676407,13.847656136588297,0.8923959496617045,7.435,8.327395949661705,7,5,1.6629035319439625,1,2,2
91,L47270,L,298.9,308.9,1753,25.8,33,0,0,0,0,0,0,59.79712296915085,66.3829773198552,-269.82432374320933,12.272271299214378,118.17284090634958,-611.0046215738166,348.34580107177845,0.8594917498494986,8.765,9.624491749849499,6,1,36.19368275495957,0,1,0
92,L47271,L,298.9,308.9,1830,24.9,35,0,0,0,0,0,0,356.6223936114975,48.42509630627219,-241.4369802110714,281.979529494158,179.03155713659706,-266.7828248549654,152.55168506108086,0.9987100918897798,9.15,10.14871009188978,5,7,15.031632954319061,0,0,0
93,M14952,M,298.9,308.9,1727,27.1,37,0,0,0,0,0,0,380.39252430844874,111.59842793674855,-254.15638348032746,439.7862566129538,165.43618567993357,-770.4735307728571,522.5031255257416,0.5113414794813108,8.635,9.146341479481311,6,7,57.12700829046377,0,0,0
94,L47273,L,299.1,309.0,1450,43.0,40,0,0,0,0,0,0,280.6385987847481,254.10361061672506,-492.83095031243374,430.42505256034536,147.05120733553494,-263.4083262037399,294.161416973516,0.8767793844606024,7.25,8.126779384460603,1,3,36.19655500135621,0,1,0
95,L47274,L,299.0,308.9,1622,31.9,42,0,0,0,0,0,0,385.4835899772805,248.3736186447193,-326.23265958007806,50.394286409287446,245.61153847125377,-567.5664259008523,412.95817853523295,0.4964943243084051,8.11,8.606494324308404,0,3,47.982158934197315,0,3,0
96,M14955,M,299.0,309.0,1351,52.2,44,0,0,0,0,0,0,246.89779818219537,114.84726238905114,-367.2910680170298,73.7384576489435,52.05013800953563,-193.81117226542824,253.02748916715268,1.1309925537704835,6.755,7.885992553770484,0,6,32.08568705104523,0,1,0
97,M14956,M,299.0,309.0,1575,35.3,47,0,0,0,0,0,0,261.36641469099703,176.73562079407097,-483.8286829123103,245.56049657918683,204.36267346511542,-706.2871433946347,224.72393670192722,0.47162823320492336,7.875,8.346628233204923,0,2,26.92391830846384,0,2,0
98,M14957,M,298.9,308.9,1750,29.9,50,0,0,0,0,0,0,213.77050917927482,216.24489494247467,-352.09047936050507,202.98825692330428,197.79303153312662,-354.856081317509,21.549403267218405,0.7326005213594354,8.75,9.482600521359435,3,5,2.272520414487424,0,0,2
99,L47278,L,298.9,308.8,1529,32.7,53,0,0,0,0,0,0,12.709563372047594,72.36203238840689,-89.56409247030308,351.5372713840949,270.3906031492156,-470.7396857569282,547.0963018259915,0.9791902676192752,7.6450000000000005,8.624190267619277,4,0,63.43741091614604,0,2,0
100,L47279,L,298.8,308.8,1523,44.4,55,0,0,0,0,0,0,53.945713496652225,50.442325768424126,-655.329692238967,247.47050010595905,283.5300607744031,-140.59347757228977,597.2730580997061,0.4038653031168366,7.615,8.018865303116836,2,7,74.48348806502003,0,1,0
101,L47280,L,298.8,308.9,1852,25.0,57,0,0,0,0,0,0,15.714592843367125,291.6287979636933,-120.67092816085528,10.059089343658567,152.35968849996175,-586.928372607545,486.645532264105,0.5556780389787582,9.26,9.815678038978758,6,2,49.57839186774473,0,0,0
